iter	MultiClass
404	0.04080529935
405	0.04077937867
406	0.04070856635
407	0.04062168564
408	0.0405382683
409	0.04039824929
410	0.04032390489
411	0.0402212091
412	0.04015862338
413	0.04001270213
414	0.03982014285
415	0.03975234428
416	0.03967085873
417	0.03962581268
418	0.03953831134
419	0.03943375021
420	0.03939838711
421	0.03935857565
422	0.03923888442
423	0.03912279029
424	0.03903226144
425	0.03895303045
426	0.03881205212
427	0.03876379727
428	0.03859030418
429	0.03849849892
430	0.0383926213
431	0.03834557744
432	0.03828265257
433	0.03817267878
434	0.03813388722
435	0.03809231004
436	0.03803795136
437	0.03798783839
438	0.0378468833
439	0.03778256449
440	0.03771651238
441	0.03765642217
442	0.03760598254
443	0.03753503393
444	0.03743565061
445	0.03724870913
446	0.03721809927
447	0.03715201085
448	0.0370846594
449	0.03700998301
450	0.03696906628
451	0.03692401911
452	0.03683276352
453	0.03677106509
454	0.036673844
455	0.03664938956
456	0.03655343227
457	0.03650358451
458	0.0364539773
459	0.03624350557
460	0.0361752536
461	0.03615153675
462	0.03607201701
463	0.03596799634
464	0.03585717565
465	0.03581318592
466	0.03575443392
467	0.035675799
468	0.03562268202
469	0.03553851248
470	0.03550801299
471	0.03546912478
472	0.03537298163
473	0.03531385033
474	0.03528026059
475	0.03516755949
476	0.03513479434
477	0.03510074673
478	0.03504035327
479	0.0349901566
480	0.03491668237
481	0.03484640977
482	0.03478035866
483	0.03470918167
484	0.0346395049
485	0.03458180295
486	0.03443640445
487	0.03436601366
488	0.03428493345
489	0.03417770993
490	0.03409843878
491	0.03402306328
492	0.03400491498
493	0.03394353781
494	0.03380665769
495	0.03376872072
496	0.03367544359
497	0.0335877419
498	0.03350233859
499	0.03333677478
500	0.03326432361
501	0.03317114853
502	0.03310935696
503	0.03307641734
504	0.03299095257
505	0.03294057278
506	0.03290721614
507	0.03285613306
508	0.03284657453
509	0.03281660501
510	0.03275652406
511	0.03269888406
512	0.03266904733
513	0.03263649707
514	0.03258804101
515	0.03250607349
516	0.03245685216
517	0.03230694015
518	0.03227233755
519	0.03215863333
520	0.03213106295
521	0.03206788903
522	0.03201946185
523	0.03199514977
524	0.03193085745
525	0.0318313481
526	0.03176339974
527	0.03168751281
528	0.03163053769
529	0.03156603343
530	0.03152067546
531	0.03148939358
532	0.03138121316
533	0.03134622462
534	0.03130566505
535	0.03124920952
536	0.03122338176
537	0.03120960159
538	0.03118170197
539	0.03114279786
540	0.0311156721
541	0.03106923553
542	0.03103938949
543	0.03098228419
544	0.03093729598
545	0.03092057391
546	0.03088534012
547	0.03078341197
548	0.03072867373
549	0.03068212846
550	0.03063533539
551	0.03060234634
552	0.03055603761
553	0.03050920877
554	0.03047682451
555	0.03046158237
556	0.03041342293
557	0.03038159739
558	0.03029710598
559	0.03026732601
560	0.03019834206
561	0.03016699362
562	0.03013890596
563	0.0301066761
564	0.03007894262
565	0.02999746628
566	0.02996101341
567	0.02992361844
568	0.02989533725
569	0.02983652317
570	0.0297779935
571	0.02972615682
572	0.02971373546
573	0.02959587546
574	0.02955395925
575	0.02947101744
576	0.0294538044
577	0.02941456576
578	0.02938041572
579	0.02935192911
580	0.0293208168
581	0.02928768447
582	0.02916040578
583	0.02910981749
584	0.02905363943
585	0.02896398835
586	0.02891214635
587	0.02889250687
588	0.02886024246
589	0.02882801845
590	0.02880714833
591	0.02877088525
592	0.02871794702
593	0.02867400546
594	0.02863488222
595	0.02861279056
596	0.02856147215
597	0.02851169069
598	0.02845552787
599	0.02838563012
600	0.02833197679
601	0.02828386196
602	0.02822301607
603	0.0281685963
604	0.02811220921
605	0.02800141472
606	0.02798827933
607	0.02791151602
608	0.02787172391
609	0.02782289119
610	0.02778265866
611	0.02774496554
612	0.02770662762
613	0.02768140019
614	0.02764841511
615	0.02762800965
616	0.02757572579
617	0.02753701585
618	0.02750397363
619	0.02743138262
620	0.02739495178
621	0.02737426786
622	0.02732223127
623	0.02725935303
624	0.02720738987
625	0.02718878405
626	0.02714687376
627	0.02709850125
628	0.02706640495
629	0.02703543207
630	0.02699801222
631	0.02693780367
632	0.02685222808
633	0.02681032561
634	0.02677564541
635	0.02673677376
636	0.02668399628
637	0.02665619015
638	0.02662056401
639	0.02652104329
640	0.02647814184
641	0.02643556783
642	0.02640431289
643	0.02637591222
644	0.02635309779
645	0.02632297451
646	0.02630576112
647	0.02626802662
648	0.02623728735
649	0.02618831322
650	0.02614136472
651	0.0260870101
652	0.02603869245
653	0.0259897536
654	0.02595451654
655	0.02593579322
656	0.02590893458
657	0.02580659548
658	0.02578522898
659	0.02576176296
660	0.02571917569
661	0.02565939765
662	0.02563740329
663	0.02561178414
664	0.02556451346
665	0.02553286499
666	0.02551683211
667	0.02548615264
668	0.02545871732
669	0.02543913287
670	0.02535112311
671	0.02527598942
672	0.02521343781
673	0.02517086989
674	0.02514700873
675	0.02512960311
676	0.0251036379
677	0.0250676164
678	0.02503565591
679	0.02497275879
680	0.02493492991
681	0.02490940695
682	0.02487484429
683	0.02485102879
684	0.02482652867
685	0.02480118111
686	0.02476751082
687	0.02471895715
688	0.024700197
689	0.02466426979
690	0.02464875968
691	0.02461946629
692	0.02459828531
693	0.0245774299
694	0.02455387565
695	0.0245203634
696	0.02448289353
697	0.02446770858
698	0.02443062861
699	0.02440502576
700	0.02436340476
701	0.02428986154
702	0.02425102718
703	0.02419347662
704	0.02414265715
705	0.02412107769
706	0.02409848088
707	0.02407030181
708	0.02405278248
709	0.02401974236
710	0.02396190618
711	0.02392031033
712	0.02383449584
713	0.02380528168
714	0.02374696917
715	0.02369962059
716	0.02367513614
717	0.02365774041
718	0.02360796249
719	0.02357733732
720	0.02356082979
721	0.02354332623
722	0.0235189863
723	0.02348488937
724	0.02345995726
725	0.0234197689
726	0.02339443774
727	0.02337546926
728	0.02334294984
729	0.02332485142
730	0.02328565403
731	0.02326296613
732	0.02322750611
733	0.02320439605
734	0.02317118014
735	0.02313223791
736	0.02310843744
737	0.02309352725
738	0.02306421965
739	0.0230185863
740	0.02298485854
741	0.02296264944
742	0.02295196996
743	0.02292906681
744	0.02289994053
745	0.02285563787
746	0.0228244925
747	0.02277517096
748	0.02275676969
749	0.02274158944
750	0.02270584796
751	0.02268216917
752	0.02265647515
753	0.02262444986
754	0.02260323303
755	0.02256672215
756	0.02253301339
757	0.02249614127
758	0.02247172104
759	0.02244232856
760	0.02241236377
761	0.02239213485
762	0.02233285524
763	0.02232388776
764	0.02228071695
765	0.02225475139
766	0.0222436039
767	0.02222135859
768	0.02219638798
769	0.02212159738
770	0.02210003389
771	0.0220646367
772	0.02203667672
773	0.02201186664
774	0.02195156001
775	0.0219278741
776	0.02187402964
777	0.02185514042
778	0.02183328302
779	0.02179413359
780	0.02176375021
781	0.02173757538
782	0.02170529409
783	0.02167345285
784	0.02163095606
785	0.02159987151
786	0.02156457536
787	0.02153489516
788	0.02149864112
789	0.02148608816
790	0.02146537152
791	0.0214441822
792	0.02141887298
793	0.02138384512
794	0.02135298618
795	0.02129249351
796	0.02126820817
797	0.02123321327
798	0.02118654751
799	0.02117134292
800	0.02110580431
801	0.02102205387
802	0.02100679333
803	0.02099108619
804	0.02093424623
805	0.02092226678
806	0.02089818174
807	0.02086703324
808	0.02085950389
809	0.02082721394
810	0.02077514205
811	0.0207519516
812	0.02072668051
813	0.02068099804
814	0.02066141635
815	0.0206270672
816	0.02061628402
817	0.02059676452
818	0.02056678654
819	0.02054193532
820	0.02051108742
821	0.02047352369
822	0.02041356835
823	0.02039962144
824	0.0203774431
825	0.02032065196
826	0.02028789782
827	0.02027852524
828	0.02025814209
829	0.02022546939
830	0.02019986964
831	0.0201734962
832	0.0201554477
833	0.02012525111
834	0.02009158312
835	0.02007058705
836	0.02004221381
837	0.02000571178
838	0.01997005405
839	0.01994323565
840	0.01989815633
841	0.01988463442
842	0.01985178486
843	0.01983603282
844	0.01981737912
845	0.01980392114
846	0.01979419339
847	0.01976776133
848	0.01973547754
849	0.01971003748
850	0.01969138314
851	0.01967325752
852	0.0196604644
853	0.01961247685
854	0.0195884813
855	0.01956475406
856	0.01953689514
857	0.01951388928
858	0.01950532487
859	0.01949522023
860	0.01946190909
861	0.01944585669
862	0.01943076645
863	0.01941062035
864	0.01937959718
865	0.01934940737
866	0.01931719227
867	0.01930504036
868	0.01927657144
869	0.01922982331
870	0.01917753282
871	0.01915518731
872	0.01909609994
873	0.01908091954
874	0.01906638714
875	0.01904303929
876	0.01902733811
877	0.019004472
878	0.01898775922
879	0.01896557033
880	0.01895313327
881	0.01890869615
882	0.01888924157
883	0.01884804695
884	0.01880221279
885	0.01879203054
886	0.01877432465
887	0.01870867935
888	0.01868607322
889	0.01866759311
890	0.01865042899
891	0.01860262055
892	0.01858283068
893	0.01855464516
894	0.01853855291
895	0.01852602503
896	0.01850906912
897	0.01847975739
898	0.01845447112
899	0.01844359685
900	0.01842258209
901	0.0184047057
902	0.01838593525
903	0.01835186348
904	0.01830687079
905	0.01828801424
906	0.01826732049
907	0.01824928227
908	0.01822913607
909	0.01820714615
910	0.01818733898
911	0.01814975635
912	0.01813362105
913	0.01811190767
914	0.01807872702
915	0.01802610355
916	0.01799121323
917	0.01797517116
918	0.0179590078
919	0.01794633703
920	0.01792494247
921	0.01789792694
922	0.01783821367
923	0.0178032619
924	0.01778064207
925	0.01773425855
926	0.01772139547
927	0.01766273964
928	0.01761801026
929	0.0176093136
930	0.01758916574
931	0.0175797601
932	0.01754800867
933	0.01753301404
934	0.01750567886
935	0.01749536489
936	0.01747650648
937	0.01746044753
938	0.01745167321
939	0.01743042237
940	0.0174212632
941	0.01739918629
942	0.01737488773
943	0.01735101731
944	0.01732582256
945	0.01730427421
946	0.01728986999
947	0.017270856
948	0.0172628277
949	0.0172063027
950	0.0171599122
951	0.01712268964
952	0.01710776421
953	0.01710229978
954	0.01708737827
955	0.01705639795
956	0.01704401669
957	0.01703539842
958	0.01702280009
959	0.01700401764
960	0.01698722508
961	0.01697502173
962	0.0169425478
963	0.01692825786
964	0.01691811899
965	0.01690103556
966	0.0168786325
967	0.01686595203
968	0.01684296198
969	0.01680827282
970	0.01678136049
971	0.01673631328
972	0.01671683819
973	0.01668164226
974	0.01663010642
975	0.01661974254
976	0.01659681422
977	0.01658625084
978	0.01657536757
979	0.01654535393
980	0.016509361
981	0.01648230355
982	0.01645742508
983	0.01643942047
984	0.01642618152
985	0.01639760365
986	0.01638367708
987	0.01637530317
988	0.01634948589
989	0.0163372363
990	0.01632628757
991	0.01630991815
992	0.01626584699
993	0.01624791075
994	0.0162250573
995	0.01621864862
996	0.01620524764
997	0.01618923134
998	0.01616414039
999	0.01613322722
